Annual mileage mi,,,Regular round trip range mi required by the user.  Ecar range is same /0.6 to allow 80-20% charge state for required range to maximise battery longevity.,,Range design to give range with 80-20% charge cycling to maximise life,Ecar Archetype Index,Ecar design Range mi,,,"Check Ecar suitable 1=Yes, 0=No",Total Ecar + charger up front cost,,Archetype Ecar Efficiency mi/kWh,Archetype Ecar Battery kWh,Regularly utilised Ecar Battery kWh,Regularly utilised % of full battery capacity (should be <=60%),Typical home chargup time hrs for utilised capacity,Typical home charging time at night rate hrs,Typical home charging time at day rate hrs,home charging night rate kWh,home charging day rate kWh,public charging kWh,home charging night rate fraction,home charging day rate fraction,public top up charging fraction,aggregate charging electricity cost p/kWh,aggregate charging electricity cost p/mi,Annual elec cost £,Total elec costs over assessment period £,total mileage over assessed time period,Max car mileage,No of car replacements over assessment period,Total E Car replacement cost £,Total loan interest on initial Ecar and charger and replacement Ecars £,Est Ecar annual servicing cost low £,Est Ecar annual servicing cost med £,Est Ecar annual servicing cost high £,Est annual servicing cost Ecar,Est total servicing cost Ecar,Total Ecar cost  £,Assumed alternative petrol car  up front cost,,Assumed alternative petrol car consumption mpg,Petrol cost p/mi,Annual petrol cost £,Total petrol costs over assessment period £,Total petrol car replacements costs £,Total loan interest on initial and replacement petrol cars £,,Est petrol car annual servicing cost low £,Est petrol car annual servicing cost med £,Est petrol car annual servicing cost high £,Est annual servicing cost petrol car,Est total servicing cost petrol car,Total Petrol car cost  £,Est annual servicing cost saving elec v petrol £,Total maintenance saving over assessment period £,Total 8 year new electric vs new petrol car cost saving with home charger + public top up where necessary £,,,,
" 22,500 ",,,61.6,,102.6666667,7,262.616,,,1," £21,881 ",,3.235,81.64,19.04,23%, -   , -   , -   , -   , -   , 19.04 , -   , -   , 1.0 , 51.00 , 15.76 ,"£3,547"," £14,188 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £40,225 "," £17,505 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £35,751 ",£458,"£1,832","-£4,474.4 ",4050.015214,"-£8,524.4 ",,
" 22,500 ",,,61.6,,102.6666667,8,285.831,,,1," £25,124 ",,3.221,90.08,19.12,21%, -   , -   , -   , -   , -   , 19.12 , -   , -   , 1.0 , 51.00 , 15.83 ,"£3,562"," £14,248 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £43,528 "," £20,099 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £38,345 ",£458,"£1,832","-£5,183.1 ",3260.059799,"-£8,443.2 ",,
" 22,500 ",,,61.6,,102.6666667,9,312.628,,,1," £26,150 ",,3.196,98.87,19.27,19%, -   , -   , -   , -   , -   , 19.27 , -   , -   , 1.0 , 51.00 , 15.96 ,"£3,590"," £14,362 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £44,668 "," £20,920 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £39,166 ",£458,"£1,832","-£5,501.9 ",2985.909354,"-£8,487.8 ",,
" 22,500 ",,,75.0,,125,2,137.479,,,1," £10,219 ",,3.392,41.13,22.11,54%, -   , -   , -   , -   , -   , 22.11 , -   , -   , 1.0 , 51.00 , 15.03 ,"£3,383"," £13,531 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £27,906 "," £8,176 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £26,422 ",£458,"£1,832","-£1,484.6 ",7003.097635,"-£8,487.7 ",,
" 22,500 ",,,75.0,,125,3,163.110,,,1," £10,221 ",,3.602,45.42,20.82,46%, -   , -   , -   , -   , -   , 20.82 , -   , -   , 1.0 , 51.00 , 14.16 ,"£3,185"," £12,741 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £27,118 "," £8,177 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £26,423 ",£458,"£1,832",-£695.5 ,7204.149239,"-£7,899.7 ",,
" 22,500 ",,,75.0,,125,4,188.871,,,1," £13,619 ",,3.388,57.85,22.14,38%, -   , -   , -   , -   , -   , 22.14 , -   , -   , 1.0 , 51.00 , 15.05 ,"£3,387"," £13,549 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £31,324 "," £10,895 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £29,141 ",£458,"£1,832","-£2,183.1 ",6186.386607,"-£8,369.5 ",,
" 22,500 ",,,75.0,,125,5,213.698,,,1," £15,092 ",,3.313,65.24,22.64,35%, -   , -   , -   , -   , -   , 22.64 , -   , -   , 1.0 , 51.00 , 15.40 ,"£3,464"," £13,856 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £33,104 "," £12,073 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £30,319 ",£458,"£1,832","-£2,784.2 ",5756.389586,"-£8,540.6 ",,
" 22,500 ",,,75.0,,125,6,239.128,,,1," £17,581 ",,3.327,72.38,22.54,31%, -   , -   , -   , -   , -   , 22.54 , -   , -   , 1.0 , 51.00 , 15.33 ,"£3,449"," £13,797 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £35,533 "," £14,065 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £32,311 ",£458,"£1,832","-£3,222.8 ",5176.98231,"-£8,399.7 ",,
" 22,500 ",,,75.0,,125,7,262.616,,,1," £21,881 ",,3.235,81.64,23.18,28%, -   , -   , -   , -   , -   , 23.18 , -   , -   , 1.0 , 51.00 , 15.76 ,"£3,547"," £14,188 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £40,225 "," £17,505 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £35,751 ",£458,"£1,832","-£4,474.4 ",4050.015214,"-£8,524.4 ",,
" 22,500 ",,,75.0,,125,8,285.831,,,1," £25,124 ",,3.221,90.08,23.28,26%, -   , -   , -   , -   , -   , 23.28 , -   , -   , 1.0 , 51.00 , 15.83 ,"£3,562"," £14,248 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £43,528 "," £20,099 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £38,345 ",£458,"£1,832","-£5,183.1 ",3260.059799,"-£8,443.2 ",,
" 22,500 ",,,75.0,,125,9,312.628,,,1," £26,150 ",,3.196,98.87,23.47,24%, -   , -   , -   , -   , -   , 23.47 , -   , -   , 1.0 , 51.00 , 15.96 ,"£3,590"," £14,362 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £44,668 "," £20,920 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £39,166 ",£458,"£1,832","-£5,501.9 ",2985.909354,"-£8,487.8 ",,
" 22,500 ",,,90.0,,150,3,163.110,,,1," £10,221 ",,3.602,45.42,24.98,55%, -   , -   , -   , -   , -   , 24.98 , -   , -   , 1.0 , 51.00 , 14.16 ,"£3,185"," £12,741 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £27,118 "," £8,177 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £26,423 ",£458,"£1,832",-£695.5 ,7204.149239,"-£7,899.7 ",,
" 22,500 ",,,90.0,,150,4,188.871,,,1," £13,619 ",,3.388,57.85,26.57,46%, -   , -   , -   , -   , -   , 26.57 , -   , -   , 1.0 , 51.00 , 15.05 ,"£3,387"," £13,549 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £31,324 "," £10,895 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £29,141 ",£458,"£1,832","-£2,183.1 ",6186.386607,"-£8,369.5 ",,
" 22,500 ",,,90.0,,150,5,213.698,,,1," £15,092 ",,3.313,65.24,27.17,42%, -   , -   , -   , -   , -   , 27.17 , -   , -   , 1.0 , 51.00 , 15.40 ,"£3,464"," £13,856 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £33,104 "," £12,073 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £30,319 ",£458,"£1,832","-£2,784.2 ",5756.389586,"-£8,540.6 ",,
" 22,500 ",,,90.0,,150,6,239.128,,,1," £17,581 ",,3.327,72.38,27.05,37%, -   , -   , -   , -   , -   , 27.05 , -   , -   , 1.0 , 51.00 , 15.33 ,"£3,449"," £13,797 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £35,533 "," £14,065 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £32,311 ",£458,"£1,832","-£3,222.8 ",5176.98231,"-£8,399.7 ",,
" 22,500 ",,,90.0,,150,7,262.616,,,1," £21,881 ",,3.235,81.64,27.82,34%, -   , -   , -   , -   , -   , 27.82 , -   , -   , 1.0 , 51.00 , 15.76 ,"£3,547"," £14,188 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £40,225 "," £17,505 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £35,751 ",£458,"£1,832","-£4,474.4 ",4050.015214,"-£8,524.4 ",,
" 22,500 ",,,90.0,,150,8,285.831,,,1," £25,124 ",,3.221,90.08,27.94,31%, -   , -   , -   , -   , -   , 27.94 , -   , -   , 1.0 , 51.00 , 15.83 ,"£3,562"," £14,248 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £43,528 "," £20,099 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £38,345 ",£458,"£1,832","-£5,183.1 ",3260.059799,"-£8,443.2 ",,
" 22,500 ",,,90.0,,150,9,312.628,,,1," £26,150 ",,3.196,98.87,28.16,28%, -   , -   , -   , -   , -   , 28.16 , -   , -   , 1.0 , 51.00 , 15.96 ,"£3,590"," £14,362 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £44,668 "," £20,920 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £39,166 ",£458,"£1,832","-£5,501.9 ",2985.909354,"-£8,487.8 ",,
" 22,500 ",,,105.0,,175,4,188.871,,,1," £13,619 ",,3.388,57.85,31.00,54%, -   , -   , -   , -   , -   , 31.00 , -   , -   , 1.0 , 51.00 , 15.05 ,"£3,387"," £13,549 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £31,324 "," £10,895 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £29,141 ",£458,"£1,832","-£2,183.1 ",6186.386607,"-£8,369.5 ",,
" 22,500 ",,,105.0,,175,5,213.698,,,1," £15,092 ",,3.313,65.24,31.70,49%, -   , -   , -   , -   , -   , 31.70 , -   , -   , 1.0 , 51.00 , 15.40 ,"£3,464"," £13,856 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £33,104 "," £12,073 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £30,319 ",£458,"£1,832","-£2,784.2 ",5756.389586,"-£8,540.6 ",,
" 22,500 ",,,105.0,,175,6,239.128,,,1," £17,581 ",,3.327,72.38,31.56,44%, -   , -   , -   , -   , -   , 31.56 , -   , -   , 1.0 , 51.00 , 15.33 ,"£3,449"," £13,797 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £35,533 "," £14,065 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £32,311 ",£458,"£1,832","-£3,222.8 ",5176.98231,"-£8,399.7 ",,
" 22,500 ",,,105.0,,175,7,262.616,,,1," £21,881 ",,3.235,81.64,32.46,40%, -   , -   , -   , -   , -   , 32.46 , -   , -   , 1.0 , 51.00 , 15.76 ,"£3,547"," £14,188 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £40,225 "," £17,505 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £35,751 ",£458,"£1,832","-£4,474.4 ",4050.015214,"-£8,524.4 ",,
" 22,500 ",,,105.0,,175,8,285.831,,,1," £25,124 ",,3.221,90.08,32.59,36%, -   , -   , -   , -   , -   , 32.59 , -   , -   , 1.0 , 51.00 , 15.83 ,"£3,562"," £14,248 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £43,528 "," £20,099 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £38,345 ",£458,"£1,832","-£5,183.1 ",3260.059799,"-£8,443.2 ",,
" 22,500 ",,,105.0,,175,9,312.628,,,1," £26,150 ",,3.196,98.87,32.85,33%, -   , -   , -   , -   , -   , 32.85 , -   , -   , 1.0 , 51.00 , 15.96 ,"£3,590"," £14,362 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £44,668 "," £20,920 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £39,166 ",£458,"£1,832","-£5,501.9 ",2985.909354,"-£8,487.8 ",,
" 22,500 ",,,120.0,,200,5,213.698,,,1," £15,092 ",,3.313,65.24,36.22,56%, -   , -   , -   , -   , -   , 36.22 , -   , -   , 1.0 , 51.00 , 15.40 ,"£3,464"," £13,856 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £33,104 "," £12,073 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £30,319 ",£458,"£1,832","-£2,784.2 ",5756.389586,"-£8,540.6 ",,
" 22,500 ",,,120.0,,200,6,239.128,,,1," £17,581 ",,3.327,72.38,36.07,50%, -   , -   , -   , -   , -   , 36.07 , -   , -   , 1.0 , 51.00 , 15.33 ,"£3,449"," £13,797 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £35,533 "," £14,065 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £32,311 ",£458,"£1,832","-£3,222.8 ",5176.98231,"-£8,399.7 ",,
" 22,500 ",,,120.0,,200,7,262.616,,,1," £21,881 ",,3.235,81.64,37.09,45%, -   , -   , -   , -   , -   , 37.09 , -   , -   , 1.0 , 51.00 , 15.76 ,"£3,547"," £14,188 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £40,225 "," £17,505 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £35,751 ",£458,"£1,832","-£4,474.4 ",4050.015214,"-£8,524.4 ",,
" 22,500 ",,,120.0,,200,8,285.831,,,1," £25,124 ",,3.221,90.08,37.25,41%, -   , -   , -   , -   , -   , 37.25 , -   , -   , 1.0 , 51.00 , 15.83 ,"£3,562"," £14,248 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £43,528 "," £20,099 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £38,345 ",£458,"£1,832","-£5,183.1 ",3260.059799,"-£8,443.2 ",,
" 22,500 ",,,120.0,,200,9,312.628,,,1," £26,150 ",,3.196,98.87,37.55,38%, -   , -   , -   , -   , -   , 37.55 , -   , -   , 1.0 , 51.00 , 15.96 ,"£3,590"," £14,362 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £44,668 "," £20,920 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £39,166 ",£458,"£1,832","-£5,501.9 ",2985.909354,"-£8,487.8 ",,
" 22,500 ",,,135.0,,225,6,239.128,,,1," £17,581 ",,3.327,72.38,40.58,56%, -   , -   , -   , -   , -   , 40.58 , -   , -   , 1.0 , 51.00 , 15.33 ,"£3,449"," £13,797 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £35,533 "," £14,065 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £32,311 ",£458,"£1,832","-£3,222.8 ",5176.98231,"-£8,399.7 ",,
" 22,500 ",,,135.0,,225,7,262.616,,,1," £21,881 ",,3.235,81.64,41.73,51%, -   , -   , -   , -   , -   , 41.73 , -   , -   , 1.0 , 51.00 , 15.76 ,"£3,547"," £14,188 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £40,225 "," £17,505 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £35,751 ",£458,"£1,832","-£4,474.4 ",4050.015214,"-£8,524.4 ",,
" 22,500 ",,,135.0,,225,8,285.831,,,1," £25,124 ",,3.221,90.08,41.91,47%, -   , -   , -   , -   , -   , 41.91 , -   , -   , 1.0 , 51.00 , 15.83 ,"£3,562"," £14,248 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £43,528 "," £20,099 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £38,345 ",£458,"£1,832","-£5,183.1 ",3260.059799,"-£8,443.2 ",,
" 22,500 ",,,135.0,,225,9,312.628,,,1," £26,150 ",,3.196,98.87,42.24,43%, -   , -   , -   , -   , -   , 42.24 , -   , -   , 1.0 , 51.00 , 15.96 ,"£3,590"," £14,362 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £44,668 "," £20,920 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £39,166 ",£458,"£1,832","-£5,501.9 ",2985.909354,"-£8,487.8 ",,
" 22,500 ",,,150.0,,250,7,262.616,,,1," £21,881 ",,3.235,81.64,46.37,57%, -   , -   , -   , -   , -   , 46.37 , -   , -   , 1.0 , 51.00 , 15.76 ,"£3,547"," £14,188 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £40,225 "," £17,505 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £35,751 ",£458,"£1,832","-£4,474.4 ",4050.015214,"-£8,524.4 ",,
" 22,500 ",,,150.0,,250,8,285.831,,,1," £25,124 ",,3.221,90.08,46.56,52%, -   , -   , -   , -   , -   , 46.56 , -   , -   , 1.0 , 51.00 , 15.83 ,"£3,562"," £14,248 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £43,528 "," £20,099 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £38,345 ",£458,"£1,832","-£5,183.1 ",3260.059799,"-£8,443.2 ",,
" 22,500 ",,,150.0,,250,9,312.628,,,1," £26,150 ",,3.196,98.87,46.93,47%, -   , -   , -   , -   , -   , 46.93 , -   , -   , 1.0 , 51.00 , 15.96 ,"£3,590"," £14,362 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £44,668 "," £20,920 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £39,166 ",£458,"£1,832","-£5,501.9 ",2985.909354,"-£8,487.8 ",,
" 22,500 ",,,165.0,,275,8,285.831,,,1," £25,124 ",,3.221,90.08,51.22,57%, -   , -   , -   , -   , -   , 51.22 , -   , -   , 1.0 , 51.00 , 15.83 ,"£3,562"," £14,248 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £43,528 "," £20,099 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £38,345 ",£458,"£1,832","-£5,183.1 ",3039.120776,"-£8,222.2 ",,
" 22,500 ",,,165.0,,275,9,312.628,,,1," £26,150 ",,3.196,98.87,51.63,52%, -   , -   , -   , -   , -   , 51.63 , -   , -   , 1.0 , 51.00 , 15.96 ,"£3,590"," £14,362 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £44,668 "," £20,920 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £39,166 ",£458,"£1,832","-£5,501.9 ",2724.358394,"-£8,226.3 ",,
" 22,500 ",,,180.0,,300,9,312.628,,,1," £26,150 ",,3.196,98.87,56.32,57%, -   , -   , -   , -   , -   , 56.32 , -   , -   , 1.0 , 51.00 , 15.96 ,"£3,590"," £14,362 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £44,668 "," £20,920 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £39,166 ",£458,"£1,832","-£5,501.9 ",2317.881121,"-£7,819.8 ",,
" 25,000 ",,,68.5,,114.1666667,2,137.479,,,1," £10,219 ",,3.392,41.13,20.19,49%, -   , -   , -   , -   , -   , 20.19 , -   , -   , 1.0 , 51.00 , 15.03 ,"£3,759"," £15,034 "," 100,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £29,410 "," £8,176 ",,50.000, 13.62 ,"£3,405"," £13,620 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £27,784 ",£458,"£1,832","-£1,626.1 ",7981.579148,"-£9,607.6 ",,
" 25,000 ",,,68.5,,114.1666667,3,163.110,,,1," £10,221 ",,3.602,45.42,19.01,42%, -   , -   , -   , -   , -   , 19.01 , -   , -   , 1.0 , 51.00 , 14.16 ,"£3,539"," £14,157 "," 100,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £28,534 "," £8,177 ",,50.000, 13.62 ,"£3,405"," £13,620 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £27,785 ",£458,"£1,832",-£749.3 ,8205.004596,"-£8,954.3 ",,
" 25,000 ",,,68.5,,114.1666667,4,188.871,,,1," £13,619 ",,3.388,57.85,20.22,35%, -   , -   , -   , -   , -   , 20.22 , -   , -   , 1.0 , 51.00 , 15.05 ,"£3,764"," £15,055 "," 100,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £32,830 "," £10,895 ",,50.000, 13.62 ,"£3,405"," £13,620 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £30,503 ",£458,"£1,832","-£2,326.6 ",7164.340105,"-£9,491.0 ",,
" 25,000 ",,,68.5,,114.1666667,5,213.698,,,1," £15,092 ",,3.313,65.24,20.68,32%, -   , -   , -   , -   , -   , 20.68 , -   , -   , 1.0 , 51.00 , 15.40 ,"£3,849"," £15,395 "," 100,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £34,643 "," £12,073 ",,50.000, 13.62 ,"£3,405"," £13,620 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £31,681 ",£458,"£1,832","-£2,961.8 ",6725.655075,"-£9,687.4 ",,
" 25,000 ",,,68.5,,114.1666667,6,239.128,,,1," £17,581 ",,3.327,72.38,20.59,28%, -   , -   , -   , -   , -   , 20.59 , -   , -   , 1.0 , 51.00 , 15.33 ,"£3,832"," £15,330 "," 100,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £37,066 "," £14,065 ",,50.000, 13.62 ,"£3,405"," £13,620 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £33,673 ",£458,"£1,832","-£3,393.7 ",6147.928675,"-£9,541.6 ",,
