Annual mileage mi,Regular round trip range mi required by the user.  Ecar range is same /0.6 to allow 80-20% charge state for required range to maximise battery longevity.,Range design to give range with 80-20% charge cycling to maximise life,Ecar Archetype Index,Ecar design Range mi,Total Ecar + charger up front cost,Archetype Ecar Efficiency mi/kWh,Archetype Ecar Battery kWh,Regularly utilised Ecar Battery kWh,Regularly utilised % of full battery capacity (should be <=60%),Typical home chargup time hrs for utilised capacity,Typical home charging time at night rate hrs,Typical home charging time at day rate hrs,home charging night rate kWh,home charging day rate kWh,public charging kWh,home charging night rate fraction,home charging day rate fraction,public top up charging fraction,aggregate charging electricity cost p/kWh,aggregate charging electricity cost p/mi,Annual elec cost £,Total elec costs over assessment period £,total mileage over assessed time period,Max car mileage,No of car replacements over assessment period,Total E Car replacement cost £,Total loan interest on initial Ecar and charger and replacement Ecars £,Est Ecar annual servicing cost low £,Est Ecar annual servicing cost med £,Est Ecar annual servicing cost high £,Est annual servicing cost Ecar,Est total servicing cost Ecar,Total Ecar cost  £,Assumed alternative petrol car  up front cost,Assumed alternative petrol car consumption mpg,Petrol cost p/mi,Annual petrol cost £,Total petrol costs over assessment period £,Total petrol car replacements costs £,Total loan interest on initial and replacement petrol cars £,Est petrol car annual servicing cost low £,Est petrol car annual servicing cost med £,Est petrol car annual servicing cost high £,Est annual servicing cost petrol car,Est total servicing cost petrol car,Total Petrol car cost  £,Est annual servicing cost saving elec v petrol £,Total maintenance saving over assessment period £,Total 8 year new electric vs new petrol car cost saving with home charger + public top up where necessary £,
"10,000",60,100,5,213.698,"£15,092",3.313,65.24,18.11,28%, -   , -   , -   , -   , -   ,18.11, -   , -   ,1,51,15.4,"£1,540","£6,158","40,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£25,406","£12,073",50,13.62,"£1,362","£5,448", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£23,509",£458,"£1,832","-£1,896.50",
"10,000",60,100,6,239.128,"£17,581",3.327,72.38,18.03,25%, -   , -   , -   , -   , -   ,18.03, -   , -   ,1,51,15.33,"£1,533","£6,132","40,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£27,869","£14,065",50,13.62,"£1,362","£5,448", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£25,501",£458,"£1,832","-£2,368.00",
"10,000",60,100,7,262.616,"£21,881",3.235,81.64,18.55,23%, -   , -   , -   , -   , -   ,18.55, -   , -   ,1,51,15.76,"£1,576","£6,306","40,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£32,343","£17,505",50,13.62,"£1,362","£5,448", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£28,941",£458,"£1,832","-£3,402.00",
"10,000",60,100,8,285.831,"£25,124",3.221,90.08,18.63,21%, -   , -   , -   , -   , -   ,18.63, -   , -   ,1,51,15.83,"£1,583","£6,333","40,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£35,613","£20,099",50,13.62,"£1,362","£5,448", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£31,535",£458,"£1,832","-£4,077.40",
"10,000",60,100,9,312.628,"£26,150",3.196,98.87,18.77,19%, -   , -   , -   , -   , -   ,18.77, -   , -   ,1,51,15.96,"£1,596","£6,383","40,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£36,690","£20,920",50,13.62,"£1,362","£5,448", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£32,356",£458,"£1,832","-£4,333.10",
"10,000",75,125,2,137.479,"£10,219",3.392,41.13,22.11,54%, -   , -   , -   , -   , -   ,22.11, -   , -   ,1,51,15.03,"£1,503","£6,014","40,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£20,389","£8,176",50,13.62,"£1,362","£5,448", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£19,612",£458,"£1,832",-£777.60,
"10,000",75,125,3,163.11,"£10,221",3.602,45.42,20.82,46%, -   , -   , -   , -   , -   ,20.82, -   , -   ,1,51,14.16,"£1,416","£5,663","40,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£20,040","£8,177",50,13.62,"£1,362","£5,448", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£19,613",£458,"£1,832",-£427.00,
"10,000",75,125,4,188.871,"£13,619",3.388,57.85,22.14,38%, -   , -   , -   , -   , -   ,22.14, -   , -   ,1,51,15.05,"£1,505","£6,022","40,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£23,797","£10,895",50,13.62,"£1,362","£5,448", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£22,331",£458,"£1,832","-£1,465.70",
"10,000",75,125,5,213.698,"£15,092",3.313,65.24,22.64,35%, -   , -   , -   , -   , -   ,22.64, -   , -   ,1,51,15.4,"£1,540","£6,158","40,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£25,406","£12,073",50,13.62,"£1,362","£5,448", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£23,509",£458,"£1,832","-£1,896.50",
"10,000",75,125,6,239.128,"£17,581",3.327,72.38,22.54,31%, -   , -   , -   , -   , -   ,22.54, -   , -   ,1,51,15.33,"£1,533","£6,132","40,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£27,869","£14,065",50,13.62,"£1,362","£5,448", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£25,501",£458,"£1,832","-£2,368.00",
"10,000",75,125,7,262.616,"£21,881",3.235,81.64,23.18,28%, -   , -   , -   , -   , -   ,23.18, -   , -   ,1,51,15.76,"£1,576","£6,306","40,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£32,343","£17,505",50,13.62,"£1,362","£5,448", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£28,941",£458,"£1,832","-£3,402.00",
"10,000",75,125,8,285.831,"£25,124",3.221,90.08,23.28,26%, -   , -   , -   , -   , -   ,23.28, -   , -   ,1,51,15.83,"£1,583","£6,333","40,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£35,613","£20,099",50,13.62,"£1,362","£5,448", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£31,535",£458,"£1,832","-£4,077.40",
"10,000",75,125,9,312.628,"£26,150",3.196,98.87,23.47,24%, -   , -   , -   , -   , -   ,23.47, -   , -   ,1,51,15.96,"£1,596","£6,383","40,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£36,690","£20,920",50,13.62,"£1,362","£5,448", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£32,356",£458,"£1,832","-£4,333.10",
"10,000",90,150,3,163.11,"£10,221",3.602,45.42,24.98,55%, -   , -   , -   , -   , -   ,24.98, -   , -   ,1,51,14.16,"£1,416","£5,663","40,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£20,040","£8,177",50,13.62,"£1,362","£5,448", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£19,613",£458,"£1,832",-£427.00,
"10,000",90,150,4,188.871,"£13,619",3.388,57.85,26.57,46%, -   , -   , -   , -   , -   ,26.57, -   , -   ,1,51,15.05,"£1,505","£6,022","40,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£23,797","£10,895",50,13.62,"£1,362","£5,448", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£22,331",£458,"£1,832","-£1,465.70",
"10,000",90,150,5,213.698,"£15,092",3.313,65.24,27.17,42%, -   , -   , -   , -   , -   ,27.17, -   , -   ,1,51,15.4,"£1,540","£6,158","40,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£25,406","£12,073",50,13.62,"£1,362","£5,448", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£23,509",£458,"£1,832","-£1,896.50",
"10,000",90,150,6,239.128,"£17,581",3.327,72.38,27.05,37%, -   , -   , -   , -   , -   ,27.05, -   , -   ,1,51,15.33,"£1,533","£6,132","40,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£27,869","£14,065",50,13.62,"£1,362","£5,448", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£25,501",£458,"£1,832","-£2,368.00",
"10,000",90,150,7,262.616,"£21,881",3.235,81.64,27.82,34%, -   , -   , -   , -   , -   ,27.82, -   , -   ,1,51,15.76,"£1,576","£6,306","40,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£32,343","£17,505",50,13.62,"£1,362","£5,448", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£28,941",£458,"£1,832","-£3,402.00",
"10,000",90,150,8,285.831,"£25,124",3.221,90.08,27.94,31%, -   , -   , -   , -   , -   ,27.94, -   , -   ,1,51,15.83,"£1,583","£6,333","40,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£35,613","£20,099",50,13.62,"£1,362","£5,448", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£31,535",£458,"£1,832","-£4,077.40",
"10,000",90,150,9,312.628,"£26,150",3.196,98.87,28.16,28%, -   , -   , -   , -   , -   ,28.16, -   , -   ,1,51,15.96,"£1,596","£6,383","40,000","100,000", -   , £-  , £-  ,"£1,022","£1,039","£1,139","£1,039","£4,156","£36,690","£20,920",50,13.62,"£1,362","£5,448", £-  , £-  ,"£1,012","£1,497","£1,668","£1,497","£5,988","£32,356",£458,"£1,832","-£4,333.10",
